escola;genero;ano;enredo;letra
Nação Guarani;Samba-Enredo;2017;;"Hoje eu vou declarar, eu vou!. O meu amor por ti. Bate forte o coração. Lá vem a Nação Guarani.
Divina luz da criação. Clareia as trevas! É o amor. Misteriosa energia. Que brota da alma e irradia o esplendor. O Vento a soprar num lindo bailar. Resplandece a natureza. A passarada revoar, tribos vão habitar. Um mundo de rara beleza. Na Era do Trovão, Mãe Terra em evolução!. Revelam a essência desse chão.
Um Paraíso se formou (ôô). Cenário de encantos mil. Mas a força das águas o devastou. E um novo cantar se ouviu.
O Criador! Namandu, nosso Senhor. Concebeu uma nobre missão. E no limiar da Primavera. Nasce uma nova terra, clamando proteção. Seres sobrenaturais, se espalham na floresta. Na plenitude da palavra dos nossos ancestrais. A sapiência se manifesta!. Na Yvy Maraey: Morada do deuses, vem ver!. A felicidade fez seu lar. E a paz sempre vai encontrar."
Nação Guarani;Samba-Enredo;2018;;"Navegar. Ir além da imensidão do mar. Desbravando os oceanos. Insano, me aventurei. Pirata comandante dessa nau. Em busca de riqueza sem igual. Pedindo, às estrelas, proteção. Do vento, a direção. Guiando a trajetória do seu manto azul. Brilhou o Cruzeiro do Sul.
Voar e tocar o infinito. Imaginar um sonho que não vi. Alcançar o lugar mais bonito. Feito criança, horizontes descobrir.
Vou do amém ao axé. Abraçado à fé, à plural liberdade. Vem, somos todos iguais. Colorindo a paz e a felicidade. Fiz do meu lar, um pequeno universo. Astros dominam meu verso. É luz da ciência, eterno saber. Rompendo fronteiras, encontro você. Tesouro maior, é nossa Nação. O mapa da mina é teu pavilhão.
Guarani, sou teu guerreiro fiel. No traço, o passo cumpriu seu papel. Marcando a história na palma da mão. Na vida, na alma e no coração."
Nações Unidas;Samba Enredo;2015;;"Meu samba é a voz do povo!. Nações Unidas, um ideal.. As cores do meu pavilhão. Vão brilhar na avenida. Se liga no meu Carnaval!.
Num ato de amor à vida. Evoco as origens do universo. Prá cantar em prosa e verso. O alerta que aqui nos traz!. O que herdamos dos nossos ancestrais. Não podemos simplesmente destruir. O amanhã será tarde demais. É hora da gente se unir. Mudar, buscar a solução. Preservar, reciclar, assumir essa missão!.
Quatro elementos em perfeita harmonia. Será utopia? Ou dá prá sonhar?. Inexplicável magia. Terra, água, fogo e ar.
Eu quero ver do chão brotar sustento. Do azul desse mar imenso. Fonte da vida a jorrar. A chama não vai se apagar. Renasce das cinzas. E o vento vai nos guiar!. Hoje a corrente é de esperança. Da tempestade faz a bonança. Prá natureza voltar a sorrir. A humanidade vai se redimir. Sou Sangue Azul e não vou desistir!."
Nenê De Vila Matilde;Samba Enredo;2006;;"mamma bahia - Ópera negra lídia de oxum.
. Meu canto é emoção. Vem te conquistar . A Vila é pé no chão. Mama Bahia vai te arrepiar.
Quando desembarcaram os conquistadores . Do velho mundo veio a ambição . O índio foi cativo no seu chão . O sangue do negro tingiu . O nosso povo surgiu dessa mistura ideal . Nascia a cidade de São Salvador . Ô ô a nossa primeira capital. Gira a moenda no ciclo da cana . No grito do negro emana . O canto de várias nações . A arte, o barroco e a cultura, literatura . Quilombolas invasões . As revoluções .
Se meu pai é Xangô o rei Ioruba. Banto, sudanes, Malê, haussá. Caboclo de angola, também sou mais um. Ópera Negra da Nenê, é Lídia de Oxum.
Salvador negritude em redenção . Minha águia anuncia . Clamor de alegria, na velha Bahia que satisfação . Venha ver o povo Negro, vem dançar . Cantos de libertação soam no ar . O tambor se manifesta, na ladeira do pelô a minha vila faz a. festa."
Nenê de Vila Matilde;Samba Enredo;2012;;"Amor olhe pro céu. E veja a lua colorir um lindo sonho. No palácio azul e branco. A chica convidando. Pra uma noite triunfal. Vem celebrar. As vitórias e conquistas. Com orgulho renovado. Seus filhos educados. As senhoras do rosário a tradição. Na ginga que vem do congado. O batuque é de arrepiar. Voa águia guerreira. Brindando o povo que vive a sambar.
Alegria, alegria. Zumbi dos palmares, liberdade. Rufam todos os tambores. Alforria é a lei. É festa chegou chico rei.
Pressinto. Um momento de silêncio. É dom obá e agotime. Num raio luz incandescente. Vindo foliar com essa gente. Anastácia dos olhos azuis. Sem mordaça seu brilho conduz. Política, cultura e literatura. Na negritude que reluz.
Me leva ô me leva. Mãe menininha e ciata estão lá. Me leva ô me leva. Giram baianas pros seus orixás.
Oh mãe áfrica. Da nossa mistura nasceu o samba. E seus filhos mais ilustres,. Que se eternizaram no reino de bambas. Vem do céu, (vem do céu) pro encontro divinal. Seu nenê e a velha guarda,. E outros grandes genios imortais. Essência dos mais puros carnavais.
Hoje a minha vila. É chica da silva. Prá você. É samba no pé, é pura emoção. Sou nenê."
Nenê de Vila Matilde;Samba Enredo;2015;;"Bate o tambor do meu samba. Surdo, tarol e repique. A Vila hoje canta moçambique. Vem bateria de bamba. Quem esperou pra me ver. Chegou Nenê.
Amanheceu, resplandeceu,. Outra vez clareou. Eu sou raiz do povo banto. Presente que o tempo ofertou. Sabedoria, legado dos meus ancestrais. Trago um eldorado de riquezas naturais. História singular, guerreira ao despertar. Sagrado...meu nome é baobá.
O mar virou...mareia. Ao longe ouço o cantar...sereia. Eu vi chegar o invasor. Dragões e filhos de alah. Demônios de além mar.
Testemunhas de batalhas, resistência. Eu não me curvo jamais. Liberdade, veio a independência. Um forte laço se faz. Hoje a savana renasce. E a vida floresce nos braços da paz. Pérola do índico, terra de encantos e magia. Surge o leão da tecnologia. Vejo um futuro promissor. Espírito ancestral, eu vim pro carnaval. Trazendo o sorriso dessa gente. Minha águia espalha essa semente."
Nenê de Vila Matilde;Samba-Enredo;2019;;"Salve o manto azul e branco. Salve a santa, salve ela. Vila Matilde hoje é Portela. É o lado leste cantando assim. A majestade do samba chegou.
Abre a roda, vem pra cá seu Nenê. Relembrar os antigos carnavais. Sou Paulo Benjamim de Oliveira. Da jaqueira floresceram tantos imortais. Em Oswaldo cruz e Madureira. Nasceu minha águia altaneira. Nas bênçãos de oranian eu vou. Oxóssi oke oke arô. Orayê yeo mamãe oxum. É clara guerreira lá vem trovoada. Ilu ayê ilu ayê odara.
Sou eu sou eu a campeã do carnaval. 22 vezes deu a águia de natal. Cantei a Amazônia, chorei na avenida. Um rio que passou em minha vida.
Amigo Paulo me inspirei no teu azul. Sou o cacique desse povo matildense. O canto da senzala ecoou. Chica da silva encantou toda essa gente. Rodei a baiana fiz o samba aplaudir. Do largo do peixe a Sapucaí. Narciso eu sou, o negro é amor. Voei nas asas do ziriguidum. O meu quilombo é sagrado. Batuque de bamba, 11 vezes coroado."
;;;;
Novo Império;Samba Enredo;2016;;"Axé Novo Império eu sou. A nação de Angola chegou. A força e a raça dos meus ancestrais. Não vão me deixar jamais. Um elo de amor pra vida inteira. Kiua, minha escola guerreira.
Vem na batida do tambor Mãe África. O ventre do mundo gerou. Filho de Zambi eu sou. A mais sublime criação. Sangue guerreiro, orgulho negro. Não me gerou pro cativeiro. Por onde aportaram os navios negreiros. Perpetuaram os terreiros.
Aos Inkices peço proteção. Sou Bantu, quilombola, amor e devoção. Imperiano segue na fé. A nossa força vem do candomblé.
Igualdade, justiça e paz. Liberdade, grilhões nunca mais. O meu Brasil que eu sempre quis. Espírito Santo num canto feliz. Quebrando correntes, seguindo em frente. Um não a discriminação. A nossa herança é verdadeira. Samba e capoeira. E a fé nessa grande Nação."
Os Farofeiros;Samba-Enredo;2019;;"Numa folha qualquer eu desenho o Sol. Que faz brilhar a alegria. É no embalo da canção. Fonte de inspiração. Vou mergulhar na fantasia.
Deixe a criança brincar, ô ô ô. Lindo futuro pintar no seu sonhar. Um mundo de fantasia. Onde a grande magia se espalha no ar.
Corações cheios de amor. Recitando poesias. Aulas de felicidade. Bem longe da maldade. Vivendo o dia a dia.
Colorindo a passarela. Com as cores da aquarela. Tornando-se em esperanças. Sorrisos de paz. Transformando as nossas vidas. Tristezas nunca mais.
Nem sei. Bem ao certo onde vai dar. Nessa viagem quero embarcar. E com os farofeiros vou viajar. Além da terra, céu e mar."
;;;;
Os Rouxinóis;Jubileu de Ouro -;2003;;"Os Rouxinóis - Jubileu de Ouro.
Hoje eu vou cantar, vou te contagiar. E de dourado entro em cena e conto a história. Vou pintar as minhas glórias (vou). Dos meus carnavais. De lendas, raças e mitologias. Que viram fantasias. Enredos triunfais. Vem meu amor. Lembrar das poesias, misterios e magias. Dos tempos que não voltam mais.
(refrão). Deixa o sol te banhar  (amor). Deixa a ginga do samba  (te levar). O carioca é a fonte de alegria. E a sedução ao som da minha bateria.
Se está dificil viver. Imagine você, do futuro o que será. Se o povo não se unir pra construir, pra se abraçar. Voa Rouxinól. Vai buscar no infinito. A esperança que existe em cada ser. Seu canto é um grito de alerta. Pro nosso sonho acontecer.
(refrão). Vem balançar pra ser feliz. Hoje sou ouro forte, sou raíz. Sou tradição e ideal. 50 anos Os Rouxinóis no carnaval."
Os Rouxinóis;Samba Enredo;2015;;"Meu samba é canto de oração. Louvando o amor por este chão. Flicidade está entre nós. Com muito orgulho eu sou Rouxinóis.
Sou brasileiro, gaúcho guerreiro. No peito a herança da minha raiz. Histórias de honras e glórias. Memórias desse meu país. Um brado de guerra ecoou. A ambição do paraguaio invasor. Eseu desejo de alcançar. O Rio da Prata que corre pro mar. Três países, uma missão. A aliança prevaleceu. Uruguaiana o coração. Onde a retomada aconteceu.
Em homenagem a seus heróis. No centenário o obelisco surgiu. Um gesto de amor estampa o brasão. A pioneira liberdade no Brasil. Terra querida, pedaço da minha vida. Em cada grão o meu orgulho. Um líder refinando meu futuro. Atravessei a ponte do Uruguai. Rompi fronteiras cheguei à paris.
Oh Seu Luis.... Teu vinho me deixou feliz. Então voltei, com fé em Santana rezei. Na Califórnia o festival. Saudades do meu carnaval. De ouvir o negro rouxinol cantar. Ao swing da galáctica."
Os Rouxinóis;Samba-Enredo;2000;;"Pra buscar a sua Colombina. Pierrot vai ao computador. Unido ao cérebro eletrônico. Na esperança de encontrar o seu amor. Navega na rede, conhecendo gente. Em sites que são enciclopédias virtuais. Jogos eletrônicos e chats musicais.
Num dia diferente, Pierrot ao acessar. Uma internauta vira a linda Colombina. Descobriu o amor que tanto procurou. Apaixonado simplesmente alucina.
Esta paixão logo cresceu. Regada a flores virtuais. Gifs, cartões animados. Mas o Arlequim estremeceu com este romance. Emitindo um vírus pra quebrar. A ilusão de um sonho tão distante.
O meu cantar é pra você. Que sabe amar, saber viver. Interligado ao mundo inteiro. Os Rouxinóis deseja a paz para o milênio."
Os Rouxinóis;Samba-Enredo;2005;;"O livro me deu asas pra voar. E o infinito a conquistar. Na imensidão do seu enredo. Motivos e razões para sonhar. Assim eu descobri quem sou. De onde vim, pra onde vou. Na magia da escrita, a viagem do saber. O universo que ensina a viver.
Pesquisando o homem descobriu. A energia que irradia o mau. Aprendeu valorizar a vida. E preservar o habitat natural.
Em busca de aventuras, cruzou mares, correu chão. Leu muitas histórias. Sonhos que cabem nas mãos. Heróico, amor. Passado, presente e futuro. De geração a geração. Segue a viagem da educação. Cultura colorida, nação que vive em paz. Literatura viva,  escritores imortais. O meu Brasil semeou, para seu povo colher. Os frutos da semente e do saber.
Por amar e respeitar a humanidade. Os Rouxinóis vem celebrar a liberdade. E desembarca no carnaval, clamando pela paz universal."
Os Rouxinóis;Samba-Enredo;2006;;"Oh mãe natureza. Você fez da minha terra um paraíso. E deu ao meu brasil riqueza. Proporcionando muito mais do que preciso. Teu solo é fértil, basta semear. O que se planta dá. Neste meu torrão. Mas a ganância exportou nossa riqueza. Veio junto a tristeza. Da cruel devastação.
Meu grito ecoa no ar. Me deixem ser feliz. Parem de tanto roubar. O meu país. Devola o lindo quinhão. Levado desse meu chão. Para o meu povo ter evolução.
Hoje a natureza chora. Devastada implora pra sobreviver. E a ciência com presteza e arte. Faz a sua parte. Para vida renascer. Na esperança de um novo amanhecer.
Muito feliz eu vou ôôô. Porque sou da fampilia rouxinóis. Que vem cantar o amor. Pra ecoar no mundo inteiro a nossa voz."
Os Rouxinóis;Samba-Enredo;2007;;"Maria, oh! virgem maria. A força da fé derramai sobre nós. Esse povo que nunca se cansa. E faz dessa fé sua eterna esperança. É magia, é amor. Pois só a mulher faz gerar a vida. Tão especial, foi por ele escolhida. Estrelas que sempre nos guiam.
Marias guerreiras, de fibra e garra. De todas as crenças, de luta e de raça. Marcaram a história. Mudaram o rumo, moldaram o brasil.
Exemplos de mulheres verdadeiras. Que têm na sua essência, a beleza. Magia, alegria, energia. Uma gente que ri, quando deve chorar. E não foge da guerra, sem antes lutar. Artistas, donas de casa, escritoras. Meretrizes e cantoras. Que têm na sua voz, o canto de um rouxinol. São temas de canções, encantam gerações. Exportam ao mundo inteiro. O talento e a graça do chão brasileiro.
Eu vou cantar,eu vou me divertir. Toda cidade vai se sacudir. E quem é rouxinóis de coração. Explode na palma da mão.."
Os Rouxinóis;Samba-Enredo;2017;;"Sou negro, sou raça, resistência. Africanidade no meu coração. Num canto de amor. A união de todos nós. Sou Rouxinóis.
De um sopro, surge a nova era. E olorum separa o céu e a terra. África, ventre da civilização. Mãe-natureza vive em comunhão. De jeje-nagô, vem de Daomé. Povo guerreiro, filhos de fé. Venceu tormentas, cruzou o mar. Pra semear axé.
Firma o batuque, que hoje vai ter xirê. Firma o batuque, celebração no ilê. Toca o atabaque, ogã. Louvando aos ancestrais. Gira na gira dos orixás.
Firma o batuque, que hoje vai ter xirê. Firma o batuque, celebração no ilê. Bate na palma da mão. Balança que eu quero ver. Tem festa até o amanhecer.
Gostoso tempero, o cheiro e o sabor. Banquete divino pro meu ajeum. Mistura perfeita. Brasileira receita miscigenou. Herança cultural. Tá nas veias do meu carnaval. Teu semba deu samba. Swing pro compasso da folia. Som de tambor, alegria no terreiro. Ginga de crioulo batuqueiro. Tem verde e branco nessa fantasia. O toque da galáctica arrepia."
;;;;
Ouro Verde 100% Arte;Samba-Enredo;2019;;"Chute essa bola menina (Maurine). Papai quer ver. Seja onde for estou torcendo por você. Futebol no Brasil é 100% arte. Vivemos esse sonho com você.
Saiu de porto alegre. Para realizar o sonho do pai. De trilhar nos gramados do mundo. E provar do que a mulher é capaz.
Maurine gauchinha guerreira. Sua história nós vamos contar. Com o ouro verde 100% arte. Nesse carnaval vamos brilhar.
Conseguiu o reconhecimento. Com seu futebol a seleção a levou. Em Guadalajara sua estrela brilhou. Sacudiu balançou as redes. E o grito do gol ecoou."
Palmares;Samba Enredo;2014;;"Bateria me leva que eu vou. No balanço pra lá e pra cá. Nesta noite eu vou festejar. Sou o mensageiro, o anjo do samba. Que vai te guardar.
Sou um ser de luz, que ilumina. Seu caminho pela vida. Um servo de Deus, na obediência. De cumprir a lei divina.
Quero ver o amor nascendo em toda direção. Vou libertar esse cupido em mim. E vou flechar seu coração.
Afastar a maldade, a inveja, a cobiça. E os anjos do mal. Vão ser do bem. Além do carnaval.
Eu recebi do céu, ô,ô,ô,ô. A graça de sambar ô,ô,ô,ô. Na paz do criador ô,ô,ô,ô. Eu vou Palmarear, Palmarear.
O anjo bom da medicina veio receitar. Prá tristeza o remédio é só sambar. Está em chamas o meu peito, me incendiou. Peço ao anjo salva-vidas que jogue água em todo fogo. Só não apague o meu fogo de amor."
Paraíso do Tuiutí;Samba-Enredo;2008;;"Hoje a Tuiuti vem retratar. A arte resplandece em poesia. Cem anos de um poeta singular. Que em notas deu a tom da sua vida. E foi num sonho. Verde e rosa que me conquistou, ôôô. Dos Arengueiros. A Estação Primeira ele criou. Sua canção ao mundo inteiro encantou.
E semeou amor. Deu frutos em tão lindas melodias. São letras dando vida ao papel. Divina inspiração que nos fascina.
Num jardim de grandes amores. A mais bela das flores. Conquistou seu coração. Num cenário de tanta beleza. Vou cantando com emoção. Parabéns! 80 anos de Mangueira. A sua casa verdadeira. No Zicartola vou brindar. Dizem que as rosas não falam. Apenas exalam. São os versos do poeta, que inspirou. Meu pavilhão, minha raiz. Voa, voa, Tuiuti.
Voa num sonho, Tuiuti. No paraíso vai buscar. Desperta Cartola. Vem pra Avenida desfilar."
Paraíso do Tuiutí;Samba-Enredo;2018;;"Irmão de olho claro ou da Guiné. Qual será o seu valor?. Pobre artigo de mercado. Senhor, eu não tenho a sua fé e nem tenho a sua cor. Tenho sangue avermelhado. O mesmo que escorre da ferida. Mostra que a vida se lamenta por nós dois. Mas falta em seu peito um coração. Ao me dar a escravidão e um prato de feijão com arroz. Eu fui mandiga, cambinda, haussá. Fui um Rei Egbá preso na corrente. Sofri nos braços de um capataz. Morri nos canaviais onde se plantava gente.
Ê Calunga, ê! Ê Calunga!. Preto velho me contou. Preto velho me contou. Onde mora a senhora liberdade. Não tem ferro nem feitor.
Amparo do Rosário ao negro benedito. Um grito feito pele do tambor. Deu no noticiário, com lágrimas escrito. Um rito, uma luta, um homem de cor. E assim quando a lei foi assinada. Uma lua atordoada assistiu fogos no céu. Áurea feito o ouro da bandeira. Fui rezar na cachoeira contra bondade cruel.
Meu Deus! Meu Deus!. Se eu chorar não leve a mal. Pela luz do candeeiro. Liberte o cativeiro social.
Não sou escravo de nenhum senhor. Meu Paraíso é meu bastião. Meu Tuiuti o quilombo da favela. É sentinela da libertação."
Paraíso do Tuiuti;Samba-Enredo;2019;;"[Enredo: O Salvador da Pátria.
O meu Bode tem cabelo na venta. O Tuiuti me representa. Meu Paraíso escolheu o Ceará. Vou bodejar láiá, láiá.
O meu Bode tem cabelo na venta. O Tuiuti me representa. Meu Paraíso escolheu o Ceará. Vou bodejar láiá, láiá.
Vendeu-se o Brasil num palanque da praça. E ao homem serviu ferro, lodo e mordaça. Vendeu-se o Brasil do sertão até o mangue. E o homem servil verteu lágrimas de sangue.
Do nada, um Bode vindo lá do interior. Destino pobre, nordestino sonhador. Vazou da fome, retirante ao Deus dará. Soprou as chamas do Dragão do Mar.
Passava o dia ruminando poesia. Batendo cascos no calor dos mafuás. Bafo de bode perfumando a boemia. Levou no colo Iracema até o cais. Com luxo não! Chão de capim!. Nasceu Muderna fortaleza pro bichim.
Pega na viola, diz um verso pra iô iô. O salvador! O salvador!. Pega na viola, diz um verso pra iô iô. O salvador! O salvador! (Da pátria!).
Ora, meu patrão. Vida de gado desse povo tão marcado. Não precisa de dotô. Quando clareou o resultado. Tava o Bode ali sentado. Aclamado o vencedor.
Nem berrar, berrou, sequer assumiu. Isso aqui, iôiô, é um pouquinho de Brasil. Nem berrar, berrou, sequer assumiu. Isso aqui, iôiô, é um pouquinho de Brasil."
;;;;
Passo de Ouro;Samba Enredo;2015;;"Iaiá mandou chamar, vem pra cá!. Malandro de terno de linho e chapéu panamá!. Se o senhor não tá lembrado. Dá licença d’eu “contá”. Hoje a maloca desce o morro pra sambar.
Fiz de tudo nessa vida, ôôô. Dentro e fora da avenida, lá laiá. Sonhos, eu realizei. Cantei pra essa gente sofrida. Que não desiste nunca de lutar!. Passo de Ouro outra vez para alegrar. Em verso e prosa a Pauliceia encantei!. A boemia traduzida na canção. É pois é nos acordes do meu violão.
“Roda as mariposa pra lá e pra cá. Em vorta da lâmpida pra esquentá”. Joga chave meu bem Uma prova de carinho. Com a corda mi do meu cavaquinho.
Minha Nega, não esqueça o querosene. Passa na casa da Irene. chame Iracema, meu bem. A triste margarida está sorrindo. E o Arnesto se sentindo. Feliz nessa festa também! (vem pra cá meu bem). O despejo na favela é só lembrança. De preto e branco lá na Vila Esperança. E se perder o trem o samba vai até de manhã. Porque eu sou Adoniran."
Pega no Samba;Samba Enredo;2014;;"A estrela da festa chegou. É comunidade, nasceu pra brilhar. É samba rock amor, vai arrepiar. Pega no Samba tem que respeitar.
Vou comemorar. 50 anos dessa linda trajetória. De uma banda genial. Levando ao mundo esse som sensacional. Liverpool revela suas tradições. Seus ideias, revoluções. Nas ondas do rádio vão ressoar. Belas notas musicais. Legado presente na minha cidade. Jovem guarda, que saudade. Continua levantando as multidões. Orgulha a rainha. Vivo a relembrar suas canções.
Ritmo que embala gerações. Voz que não se cala, emoções. Você vai curtir deixa balançar. Vem que essa onda vai te conquistar.
O tempo passou. Num sonho meninos atravessam o mar. Do porto partiram para encantar. A cidade onde tudo começou. Prazer, viver essa Beatlemania. Levando nossa alegria. Ser respeitado num cantinho. Igual ao meu. Tá marcado na história. Hoje é dia de Vitória. Paz amor o sonho não morreu."
Pega no Samba;Samba-Enredo;1985;;"Coloriu nossa escola novamente . Vem mostrar pra essa gente . Que folclore é tradição . Vivendo num momento de alegria . Pinta, esculpi em fantasia . Mostra sua criação .
Pega no samba, quero ver pegar . Nosso enredo na avenida vai contagiar.
Vindo de Portugal. Numa caravela tradicional . Fernandes Coutinho fidalgo da casa real . Aportou na enseada da Penha . Terra fértil, tudo que se planta dá . Desbravando matas, formando povoação . Assim começou a colonização . Olhe o engenho de cana, cacaueiros, cafezais . Manancial de riquezas, a fonte dos minerais.
É petróleo jorrando, a riqueza do chão . Comercializando nosso cais de Tubarão.
Cheguei à serra de Santa Tereza. Borboletas, que beleza, que maravilha eu vi . Entre matas verdejantes . Um cenário exuberante, o bailar dos colibris . Rios, montes e cascatas . Lagos, praias e mulatas de um colorido sutil. Enriquecendo a cidade presépio do Brasil."
Pega no Samba;Samba-Enredo;2016;;"Vem que tem Pega no Samba. Deixa meu coro comer. Arquibancada tremer, explode a emoção. Voa Beija-Flor te faço imortal. Brilha Augusto Ruschi no meu carnaval.
Luz da inspiração. Ilumina o coração de um menino. Em Santa Tereza cultiva o amor. Segue os passos do destino. Prazer que brota da alma. Das plantas a beleza observou. Fez do “ambiente” sua vida. A pura essência daqui levou. Embarcou nessa viagem. Pra semear felicidade.
No céu a bandeira da preservação. Na luta bradou sua voz. Um sonho para a eternidade. A natureza depende de nós.
O brilho do fogo encanta. Raro esplendor da vida. Tesouro que paira no ar. Orgulho maior deste chão. Um ritual de esperança. Na pajelança, o poder de curar. Tarde demais, o gênio se vai. São várias histórias na lembrança. Com honrarias e glórias ao Mestre da Ecologia. No seu centenário a minha Escola te faz poesia."
Pega no Samba;Samba-Enredo;2019;;"Batam palmas que a estrela já chegou. Traz o brilho estampado no olhar. Hoje o Pega no Samba é todo amor. Um canto que ecoa pelo ar.
A expressão corporal irradia. Os movimentos, as vibrações. Na escola cultural da vida. Sua trajetória foi nas pontas dos pés. Na galeria és eternizada. Trouxe alegria, sonhos e emoções. Os seus passos o seu pai direcionou. Estudou com a grande mestra. E com o palco se encantou.
Nas asas brilhantes voou, voou. As loucuras de Quixote, Dulcinéia incorporou. O lago dos cisnes, amor e paixão. No quebra nozes, encanto e sedução.
Gira, bailarina. Divina, fez a corte bailar. Com elegância e suave leveza. No salão de Versalhes. Teve o dom de encantar. A dança é sua arte. Faz o encontro do corpo e a alma. Lenira Borges te vejo a brilhar. Hoje eu canto e vou te abraçar. Tu és o meu cantar."
Pérola Negra;Samba Enredo;2007;;"Enredo: . Venda como arte, comércio como sua principal representação.
. Canta Pérola Negra. Me leva a sonhar. Na arte de amar, sou especial. Brilhando neste carnaval.
O sangue dos fenícios eu herdei, naveguei,. Negociei, fiz riquezas. A mãe terra, natureza. Elo desta arte milenar. Já fui pirata, ouro e prata eram lei. O oriente despertou minha cobiça. Surgiram cores do oceano, me encantei.
Pintou no mar, caravelas ao vento. Ao ancorar vou desvendar. E explorar este solo sagrado. Abençoado, pelas mãos do criador.
E foi assim, que o tupiniquim. Viu a fauna e a flora. Levadas embora. Pra que tanta ambição. Tesouros, belezas. Enriqueceram a coroa portuguesa (e hoje). Hoje a loucura é geral. Comércio do bem, comércio do mal. A Vila Madalena a negociar. Faz a pergunta que não quer calar. Quem quer comprar? Eu vou vender. Só não vendo meu amor, jóia rara por você (Pérola Negra)."
Pérola Negra;Samba Enredo;2012;;"Rica herança a cintilar. Que em solo brasileiro fez brotar. O colonizador impôs sua maneira. E o índio rezou. Benditas histórias são flores no chão. Aquarela de inspiração. Reluz Amazônia paulista. Traduz a beleza infinita. Canoa de fé, esperança. O pescador não se cansa. Rio Acima sempre alcança. O amor do criador.
Tá no peito, de quem ama, no brilho do olhar. Gira baiana, vem abençoar. O meu caminho de fé, o povo em devoção. Oh Padroeira Imaculada Conceição.
Divina a cidade está em festa. Saudando a bandeira da corte imperial. Soca no pilão mantendo a tradição. Perfeição...das belas mulheres de areia. No Paraíso encontrei. O abraço cortês e gente festeira. Na praia...o calor da amizade. Um banho...de felicidade. Presente de Deus, maravilhosa jóia rara. Itanhaém meu coração é caiçara.
É nessa onda que a Vila Madalena diz no pé. Meu samba no balanço da maré. A Pérola que brilha hoje é você. Pedra que canta o mundo vai te conhecer."
Pérola Negra;Samba Enredo;2014;;"Chegou a vila da felicidade. Exemplo maior de comunidade. Razão do meu viver sou louco por você. Pérola negra até morrer!.
Vejo brilhar em cada olhar um sentimento puro. Felicidade eu vou cantar. Vem nos meus versos pela grécia viajar. Tão bela a inspiração. Meu samba nos leva a reflexão. Na mitologia divina ação. Presente dos céus para o meu coração. Envolve a alma por dentro me acalma. Seguindo o caminho da virtude e do bem. Sem olhar a quem.
E na força da fé. Eu vou semear a missão do amor. Nas religiões a procurar. Das trevas a luz sei que vou encontrar.
Será que a felicidade está. Num tesouro ou num gesto de amar. Ou num sonho a se realizar?. A vida não teria sentido,. Sem você eu sei que não vivo. Eterna paixão é o meu pavilhão. 40 Anos de samba, celeiro de bambas, vem cantar. A madalena vai te emocionar!."
Pérola Negra;Samba-Enredo;2019;;"Ao despertar. Reflete a luz sagrada de Orunmilá. É o poder da criação. A magia de Yamim Oxorongá. Mãe, raiz ancestral, força do meu ritual. A vida é sua responsabilidade. Então, abençoa o meu chão. Das Savanas e da natureza livre. Berço da humanidade. De guerreiras capazes de preservar. O Baobá, a coragem pra enfrentar. Guerreiras, rainhas, a soberania. A vontade de provar o seu lugar.
Ôôô, é canto, é ginga. Ôôô, é o toque do meu tambor. Quem traz na pele a valentia para defender. A joia rara faz o sonho acontecer.
Mares de dor e lamento. O sofrimento nas águas de Iemanjá. É hora de plantar a liberdade. Guardar a saudade e lavourar. Ao mudar o tom, ensinar a ser feliz. A voz, a expressão, o seu saber. Ver a arte florescer. Pérola, a fé no encanto dos seus orixás. Dos seus terreiros e dos ideais. Do samba verdadeiro. Negra é resistência contra intolerância. É igualdade e esperança. Exemplo para o mundo inteiro.
Acorrentar o preconceito. E ver brilhar o sol de um novo dia. Acreditar no amor, sempre vale a pena. Vai ter quizomba na Vila Madalena."
Ponte Aérea;Samba-Enredo;2017;;"Da força de Deus a fé. Da fúria do cão a fibra. A terra do homem é. Sem pecado e sem perdão. Ponte aérea canta o sertão!.
Prepare o seu coração. Pros causos que eu vou contar. Lá nos confins do sertão. Sobe uma prece ao céu. Brilha incandescente o fogaréu. Rosa sem espinho faz chorar. E o vaqueiro vai tentar alcançar a esperança. Mas num repente tudo isso se perdeu. Tão forte a seca que até o boi correu. E o coronel que lançou tanta mentira. Viu no sangue da justiça o poder de emanuel.
O destino que restou ôôô. O beato e sua fé. Que promete um mundo novo. E arrasta todo povo. Que já veio ou que vier!.
E a crença cega que a todos alucina. Vai gerando sacrifícios por Jesus e por maria. Quanta maldade para quem tanto sonhou. Horizonte de descrença, outro rumo se riscou. Geme o cangaço, geme o coração que um dia. Brincou de amor, imaginou que poderia. Mudar a sina dessa gente sertaneja. Dessa alma que viceja. Toda paz do arrebol. Chegou o dia do juízo, da peleja. Entre a morte e o capeta vigiados pelo sol.
Corre lá, corre lá. Devaneio que não morre. O sertão vai virar mar!."
;;;;
